review,notes,dates,accords_avis,dessaccords_avis
"J’ai revendu le jeu au bout de 3 jours.Le gameplay est catastrophique. Le réalisme inexistant (score de tennis, buts improbables, erreurs grossières). La liste des problèmes est longue. Tout est à revoir. Je n’ai pas du tout aimé fifa 23 sur xbox one mais je peux vous dire que fifa 22 et fifa 21 sur xbox one était meilleurs. Une lente régression vers ce qu’il y a de pire chez EA ?",2,Posté le 08 oct. 2023 à 19:30,3,1
"'Jeu mal équilibré :'Je n'avais plus joué à un FIFA depuis 4 ou 5 ans, je me suis donc laissé tenté par ce EA FC 24.Sur le mode Solo, rien à dire, tout ce qu'on attends du jeu est bien là, j'ai commencé une carrière d'entraineur et pour l'instant l'espérience est agréable.Le problème vient du multi et du gameplay.2 énormes problèmes se pose, le premier est au niveau gameplay.Un style de jeu est beaucoup trop fort par rapport aux autres, il sagit de la contre attaque, si vous ne jouez pas comme ça, impossible de gagner, le jeu de possession est complétement inutile, il y a clairement un problème d'équilibrage dans ce jeu.Le 2 ème gros problème est le mode en ligne, j'ai enchainé 18 défaites sur FUT avant de gagner mon premier match, le jeu ne prends pas en compte le niveau des joueurs et lance des matchs au hasard, il est donc facile de ne tomber que sur des joueurs beaucoup trop fort pour nous, surtout quand on achète le jeu day one, on en tombe que sur des brutes, c'est décourageant.Incroyable qu'il n'y ai pas de système d'élo en 2023. Alors oui quand les forts joueurs auront atteint des divisions élevés ça sera plus jouable mais attendant l'expérience utilisateur est catastrophique.Dernier point négatif concernant l'ajout des femmes sur FUT. Je ne vais pas trop en dire mais ça ruine un peu le réalisme.",9,Posté le 01 oct. 2023 à 17:36,3,1
jeu tres limitégameplay pauvre dure de passer de fifa23 à ca pourtant le 23 etait pas fou mais la clairement une catale pire jeu de tout les temps et de loin bon le point possitif c'est que saison pro ils peuvent pas faire pire,5,Posté le 13 oct. 2023 à 16:51,2,1
"Le pire jeu football de cette planète, le temps additionnel interminable ou l’arbitrage ne siffle jamais ou encore le faite qu’il est impossible de dégager en touche même pleine puissance, beaucoup de bug Seul point positif la Direction artistique est belle",3,Posté le 20 avr. à 17:48,1,0
Le jeu existe encore car il n'y a pas de concurrence..  le mode ultimate team est une catastrophe. Le script une honte. Et tout les pack que l'on gagne devenu non échangeable. Ils font tout pour nous obliger a mettre de l'argent pour pouvoir espérer avoir des joueurs.,1,Posté le 18 avr. à 17:12,1,0
Pire fifa de tout les temps surtout le mode fut horrible les gens on déjà des équipe a 90 au milieu de jeu des bugs de partout même dans les menues dans le jeu on en parle même pas le gameplay horrible de fou l’acheter pas vous allez juste rage,0,Posté le 09 avr. à 06:32,1,0
"Le pire 'FIFA' de l'histoire et probablement le pire jeu de football de l'histoire.Après des années et des années de jouer sur FIFA, je crois que cette année sera la dernière que j'achète ce jeu.J'espère bien qu'il y aura un autre jeu pour de la concurence, espérant également le retour de KONAM",0,Posté le 13 mars à 11:58,1,0
Voilà un jeu de football qui ne ressemble en rien à du football ! L'amusement n'y est pas depuis des années et ce nouvel opus est le pire ! Assurément un grand n'importe quoi,0,Posté le 11 mars à 20:23,1,0
"Le jeux est vraiment à revoir , c’est vraiment une honte , c’est le jeux le plus beugé de la new génération, il faut le relancer tout les 5min parce que il freez, le serveur sont toujours pleins du coup impossible de connecter la moitié du temps , et il te font payer cette daube 80€ ?, je sais mais pas comment il n’on pas honte d’avoir oser sortir le jeux , mais bon il toujours du fric donc il s’en fiche , mais sa va leurs retomber dessus un de ces jours c’est dommage pour eux",5,Posté le 06 mars à 22:26,1,0
"UN 0/20 BIEN MÉRITÉ ! Parce que j’aime trop ce sport qu’est le football et que ce jeu ressemble a tout sauf à ce sport que j’aime tant ! Parce que j’ai mis 79€ dans un jeu qui n’est même pas finit…. Nous sommes en Mars et c’est la première que je désinstalle un Fifa aussi tôt dans l’année. C’est tout simplement le pire Fifa jamais sortie et je sais de quoi je parle je suis un adepte depuis le 2004. Le jeu est tout simplement horrible ! Parlons de cette impression que vos joueurs patine ! Comment EA peut voir ça et sortir le jeu sans jamais corrigé cette horreur, les joueurs glisse littéralement sur le terrain. Les animations complètement irréaliste, une jambe qui passe a travers l’autre, essayé en contrôlant Messi de faire des gauche droite avec votre joystick gauche vous allez voir que le gars est littéralement assis ! COMMENT EST-CE POSSIBLE !? Le GAMEPLAY problème majeur de ce EAFC24 …Le pire tout fifa confondu, mais bon pas grave les cheveux des joueurs bouge, et les lacets des chaussures aussi. L’intelligence artificielle… C’est tout simplement impossible de jouer dans l’axe, les déplacements sans ballon sont nul, aucun joueurs qui vient chercher le ballon dans l’axe, le BU qui se cache derrière les défenseurs adverses, quand vous avez le ballon au milieu de terrain vos défenseurs qui vous fonce dessus.. MON DIEU. Le moteur graphique FROSBITE est complètement cassé, tant qu’EA continuera de travailler avec on se coltinera le même jeu merdique pendant des années. Étant fan du mode carrière (malgré le manque de nouveautés à travers les années) je suis force de constater qu’il n’y a zéro nouveauté intéressante. EA a quand même cette année retirer l’une des seules choses immersive.. L’entrée avec l’affichage des compos etc … Ils ont pensé que ce serait une bonne idée de le retirer, les gars réfléchisse à l’envers. Il y surement d’autres chose que j’oublie. Mais ce jeu et ses développeurs ne mérite même pas un 1 ou 2, je vois certaines personnes dire « Je met une bonne note pour remonter un peu la note globale du jeu » C’est a cause de ce genre de réaction qu’on paye pour pour un jeu merdique depuis tant d’années, qu’EA nous sorte le même jeu horrible depuis Fifa 18. Vous vous rendez compte que le dernier vrai bon date d’il y a 7 ans…UNE HONTE 0/20",0,Posté le 02 mars à 02:52,1,0
"Alors, que dire, que dire....Adepte de la licence pc depuis Fifa 15, j'ai toujours été un fidèle joueur, achetant chaque année le nouvel opus.Cela a aussi été le cas pour le 24, sauf que là, problème. Déjà depuis le 23, j'avais quelques problèmes au niveau du lancement du jeu, m'obligeant quasi systématiquement à désinstaller ou à bidouiller leur système anti-triche à la c*n, mais j'arrivais tout de même à jouer sans problèmes. Arrive le 24, je met 60 euros pour y jouer : 15h...En effet, au mois d'octobre arrive une maj après laquelle je n'ai plus jamais pu lancer mon jeu. Me rappelant les problèmes de son prédécesseur, je vais sur des forums pour me renseigner, je m'aperçois alors que d'autres joueurs ont le même problème que moi : l'anti-cheat se lance, écran noir, puis le jeu se ferme.  Plusieurs solutions émergent, mais concrètement aucune ne marche. Après avoir tout mais TOUT essayé je me résigne à attendre une nouvelle maj qui pourrait régler le problème. Ahah mais quelle réactivité d'EA !!Un problème datant du mois d'octobre, nous sommes bientôt au mois de mars, aucun mais AUCUN effort n'a été fait, que ça soit au niveau d'une maj ou même d'une simple réponse du service client parfaitement inutile. EA s'en fout de ses joueurs pc qui doivent se débrouiller par eux-mêmes pour lancer un jeu qu'ils ont payé 60 balles. Après quasiment 10 ans de fidélité, EA viennent de perdre un client.Conclusion: 60 euros déboursés pour 15h de jeu, et bien sûr, impossibilité de remboursement.C'est vraiment dégueulasse de prendre à ce point les clients pour de la m*rde.",0,Posté le 29 févr. à 15:57,1,0
"Je poste après 27h de jeu, je l'ai acheté y a peut-être 1 mois...""Heureusement"" je l'ai acheté ""que"" 25 €, même si c'est 20 € de trop.Je joue principalement en carrière joueur et j'ai toujours eu cette impression qu'EA doivent supprimer des choses pour les remplacer par d'autres choses qui étaient déjà là y a genre 10 ans.Ils peaufinent vite fait pour faire genre c'est nouveau et basta.Pourquoi je ne peux pas partir en prêt ?Pourquoi les bandes chevilles ont été enlevés ?Pourquoi les entrées aussi ?Pourquoi mes coéquipiers me bouchent le chemin ?Pourquoi mon poste n'est jamais respecté quand je change de club ?Je suis le seul à pas trop kiffer le nouveau système avec un agent ?C'était bien d'être approché par différents club et faire son choix, là en fait on choisit comme on veut, du moment qu'on remplie les objectifs...Et pourquoi j'ai pas droit à une cinématique moi en tant que joueur ?J'ai aussi envie de voir la tronche de mon agent en cinématique + voir mon pro et la signature du contrat... J'ai peut-être envie de négocier ma durée de contrat ou mon salaire.J'ai peut-être envie aussi de me plaindre de mon salaire durant la saison comme l'on fait les joueurs quand on fait une carrière manager.Pourquoi c'est réservé à la carrière manager ? Et le nouveau système de personnalité avec les points inutiles, j'ai l'impression que ça a aucun impact lors d'un match.Je vais pas parler du mode FUT où ils ont osé foutre des hommes et des femmes mélangés et nous faire croire qu'une Alana Cook fout un coup d'épaule à Haaland... Faut pas déconner quand même.En fait, on dirait une version BETA où EA fourrent tout et on verra par la suite.Pour le FC25 :Ils vont rajouter l'option prêt avec option d'achat mais en améliorer pour faire passer la pilule puis éventuellement remettre les bandes chevilles et à la place des entrées, ils vont nous sortir un nouveau geste technique inutile.Peut-être une énième cinématique inutile.",4,Posté le 28 févr. à 23:18,1,0
"Terrible.Que des bugs.Injouable.Plateforme d'échange désagréable, aucune constructiveJe rajoute des caractères pour que l'avis soit assez long mais il n'y a rien à ajouter",0,Posté le 25 févr. à 15:34,1,0
"Le plus mauvais jeu de sport qui m'ait été de jouer.2 points pour le contenu et le visuel général qui est assez bon. Parlons du gameplay, il n'existe pas il est régi par des scripts, même contre l'IA. Quand on a le ballon c'est assez plaisant mais lorsqu'il faut défendre c'est n'importe quoi, les joueurs glissent, tacle à côté se font prendre de vitesse perdent tous les contres et n'ont aucune réactivité. C'est une galère, la physique est complètement buggé, ce qui prouve un manque complet de compétences chez les codeurs ou alors aucune connaissance de ce sport chez les développeurs. Pour finir un sport si important et qui s'adapte parfaitement au jeux vidéo est monopolisé malheureusement par une société qui ne le respecte pas c'est lamentable.",2,Posté le 23 févr. à 19:49,1,0
Belle blague je les eu gratuitement résultat mon pote et devenu mon ennemi je vous déconseille cette blague c'est vraiment le pire jeu de foot ne l'achetez pas c'est vraiment une honte les bug a chaque fois je suis devant les cage mon joueur ne tire pas s'arrête de bougez c'est vraiment un sketch,0,Posté le 03 oct. 2023 à 11:54,21,0
"EA qui comme d'habitude s'engraisse avec les pigeons mais le jeu est de pire en pire. Une Caaataaastrophe ""Simulation"" de football lol.Vivement qu'un concurrent vienne s'immiscer dans la lutte ! C'est pas près d'arriver malheureusement !",0,Posté le 29 sept. 2023 à 19:06,17,0
"Il faut détester le football pour aimer ce navet ! INJOUABLE ! Ce titre est tout simplement grotesque ! Avec un produit comme celui-là, EA Sports se moque clairement des joueurs ! Jeu desinstallé, à vendre...Cette fois, EA et moi c'est bel et bien terminé ! Boycott total 👎",0,Posté le 13 févr. à 04:33,1,0
"WORST GAME EVER EVER EVER CLUB PRO NOTHING IS WORKING BOTS ARE JUST A JOKEFUT BULSHIT AGAIN , BROKEN CARDS , BROKEN REWARDSTRANSFERT MARKET FREEZING JUST DELETE THIS GAME",0,Posté le 28 janv. à 22:09,1,0
Je sais même pas pourquoi j’ai acheté cette dope je le savais déjà depuis 20 j’achète plus aucun fifa et même avant cette année la j’étais déçu des autres 2017 / 2018 / 2019 bref j’ai craqué pour une bouze . Honnêtement en 2h vous avez fait le tour du jeu … circulez il y a rien à voir,0,Posté le 21 déc. 2023 à 09:33,1,0
"Fc24 est le pire de tous !!! J'ai jouer à tout les fifa mais celui là est injouable ! J'ai jamais vue une défense aussi merdique, des gardiens inexistant et tout c'est contre favorable alors que c'est impossible de voir va en vrai insupportable. J'ai jouer 20 match je suis déjà à bout ! N'achetez surtout pas le jeux cette année !",0,Posté le 13 déc. 2023 à 23:11,1,0
"Jouez à EA FC 24, et jouez ensuite à fifa 14. 10 fifa en dessous donc 10 jeux en dessous C'EST LE MÊME JEU !!! AUCUNE AMÉLIORATION RIEN seul truc de meilleur dans EA FC c'est légèrement les graphismes. On nous vend la même daube chaque année c'est scandaleux et nous comme des pigeons on achète, c'est l'année de trop pour moi",0,Posté le 07 déc. 2023 à 20:53,1,0
Injouable le mec prend le ballon impossible de lui prendre j'ai jamais vue 1 fifa aussi mal fait c'est pas du foot sa ya trop de chose péter une simulation sa c'est 1 sketch le jeu tu te retourne encore et encore le ballon tu peut pas le prendre impossible double pressing se que tu veut les frappes c'est quand le jeu a décidé bref scrypter a fond plus cava plus c'est de la merde choquer du gameplay degeulasse,2,Posté le 05 nov. 2023 à 02:47,1,0
"UNE CALAMITE !Un jeu catastrophique, beaucoup trop méta et qui ne ressemble en rien à du football !Si en plus vous rajoutez le script omniprésent lorsque vous jouez en ligne, vous obtenez l'arnaque du siècle.Ce jeu est une fraude sans nom, EA ne se cache pas dans sa volonté de prendre les gens pour des débiles.",0,Posté le 03 nov. 2023 à 18:28,1,0
"De pire, en pire, en pire, en pire, comment c’est possible me diriez vous ?Et bien EA a la réponse à votre question !Je ne vais pas lister tous les problèmes de ce jeu car j’en aurai pour des heures, je vais parler du plus gros problème qui est le rééquilibrage dans les matchs.De quel droit le jeu nous impose une variation du niveau de jeu de nos joueurs ?On gagne, nos joueurs deviennent nul puis on perd -> c’est génial !Des bugs jamais corrigés…Pourquoi la conduite de balle de Messi Prime est accessible à tout le monde ? 😅Vous l’aurez compris que ce jeu est naze.(Ps: je suis div élite et fait rang 1 à fut champ)",0,Posté le 03 nov. 2023 à 12:18,1,0
catastrophique comme à son habitude. ce n'est pas une simulation mais bel et bien un jeu Arcade. à quand un vrai jeu de foot ??????????????????????????,0,Posté le 01 nov. 2023 à 19:44,1,0
"Une daube monumentale, pay too fast, pay to win bien trop présent dans le jeu. La jouabilité horrible, on a l'impression de jouer à un PES bêta... Et dites vous que le pire dans tous ça, c'est que ça va être le FIFA le plus rentable de l'histoire puisqu'ils ne payent plus aucun droit à la FIFA. UNE BELLE ARNAQUE PLANÉTAIRE",0,Posté le 01 nov. 2023 à 13:56,1,0
"De la déception j’hésite à retourner sur un ancien FIFA, surtout plus la petite music de la LDC avant les matchs ni compo des équipes, il parle de réalisme mais ils enlèvent le réalisme qui fait le début d’un match",10,Posté le 28 oct. 2023 à 12:17,1,0
"Un mode solo délaissé encore une fois, qui est littéralement le même que les (10?) dernières années, un Volta qui était pourtant prometteur quelques années auparavant et qui n'est désormais plus qu'un mode dérisoire, inutile, comblé par des bots au vu du manque de joueurs.Tout a été misé sur Ultimate Team qui est DE-SA-STREUX. Le matchmaking est désormais inexistant, contrairement à auparavant où le jeu vous faisait tomber contre des joueurs qui avaient une équipe au moins à peu près équivalente. Vous ne faites que tomber contre des joueurs qui ont vendu leur âme au jeu, au moins 4 matchs sur 5 se font contre des joueurs qui ont payé et ont des équipes prêtes a littéralement démolir la vôtre. Le manque de joueur sur le jeu rend la possibilité de se faire des crédits compliqué avec un marché très peu actif. Votre seule solution pour vous en sortir : payer.Le jeu manque cruellement de finition et de réalisme, le dribble est devenu bien trop puissant, les joueurs lourds à manier, les gardiens ont une hitbox qui n'a pas de sens (qui est littéralement invisible). 60€ pour un jeu rempli de bugs en tout genre, avec des poteaux qui apparaissent en plein milieu du terrain et ne disparaissent pas de tout le match (bloquant ainsi la vision), des statistiques qui s'affichent en énorme sur le terrain qui gênent parfois à la lecture du jeu (certaines qui plus est sont buggées et n'affichent que des carrés noirs), un menu très peu ergonomique avec des notifications inexistantes (obligé de quitter le jeu et de revenir pour voir les notifications disparaître), le jeu rend une copie bien pâle et fade qui ne justifie aucunement son achat par rapport à son prédécesseur. Très mauvais investissement pour ma part, ne faites pas la même erreur. 60€ c'est déjà énorme pour ce que vend le jeu sans compter tout ce qu'il vous faudra verser en plus si vous voulez être au niveau de vos adversaires.Le jeu reste bien sûr le théâtre de l'anti-jeu et de l'humiliation une fois en ligne (ce qui ne change pas des autres années)2 points tout de même car il reste fonctionnel techniquement, mais la dimension de Gatcha est beaucoup trop grande et les ""améliorations"" n'ajoutent rien au jeu, elles le font même régresser. Un style de jeu à bannir qui ne fait que vous pousser vers la consommation.",2,Posté le 26 oct. 2023 à 01:57,1,0
"Je vais le revendre pour pouvoir acheter PES 2020 à la place.Le Gameplay est épouvantable, la défense complètement inexistante, on pourrait presque marquer des buts de la tête en étant allongé sur la pelouse tellement la défense et les gardiens sont nuls.",0,Posté le 24 oct. 2023 à 22:41,1,0
On paye 70 balles pour ca serieux ! Ca n’a strictement rien avoir avec du football ! C’est du pay to win . Les gens mettent leurs argent pour avoir des bons joueurs et faire des tout droits . Les goals sont inexistants. Vraiment n’achetez pas cette chose qui sert de jeu vous serez deçu,0,Posté le 24 oct. 2023 à 04:42,1,0
"En tant que joueur de FIFA de longue date, cet opus est une véritable catastrophe en termes de gameplay, rempli de bugs répugnants. Nous sommes en 2023, bon sang !",1,Posté le 23 oct. 2023 à 18:35,1,0
Belle blague je les eu gratuitement résultat mon pote et devenu mon ennemi je vous déconseille cette blague c'est vraiment le pire jeu de foot ne l'achetez pas c'est vraiment une honte les bug a chaque fois je suis devant les cage mon joueur ne tire pas s'arrête de bougez c'est vraiment un sketch,0,Posté le 03 oct. 2023 à 11:54,21,0
"EA qui comme d'habitude s'engraisse avec les pigeons mais le jeu est de pire en pire. Une Caaataaastrophe ""Simulation"" de football lol.Vivement qu'un concurrent vienne s'immiscer dans la lutte ! C'est pas près d'arriver malheureusement !",0,Posté le 29 sept. 2023 à 19:06,17,0
"Gameplay catastrophique, jamais vue un FIFA aussi nul, un script vraiment incroyable, des tacles de fou furieux qui n'as aucun impact, des bugs à tout va, vraiment c'est plus horrible que sympathique de jouer a ce jeux, le seul truc positif du jeux c'est que les cartes sont belles , à part ça tout le reste est éclaté de A à Z, un conseil gardez votre argent car ce jeux est une perte de temps.",1,Posté le 23 oct. 2023 à 17:44,1,0
"Ce jeux est sorti foul bug. Faut encore attendre 3-4mois cette année pour qu'il soit finit.Tout est toujours QUE pour FuT. Qu'ils sortent un jeux à part free to play avec des saisons pour vendre leurs nouvelles cartes qu'on en parle plus.Ici sur club pro, mode très intéressant et complètement délaissé. Pendant 3 semaines impossible de trouver un match. Maintenant que c'est réglé et qu'on puisse monter son pro quoi?Les étoiles gestes techniques et mauvais pieds ne se fixe pas. Tu peux mettre 4 ou 5 étoiles geste technique, en match ce sera toujours 3.Tu montes ton pro pour rien .. en carrière plein de bug cinématique transfert, maillots.. annonceur..Bref vivement un bon concurrent que EA se bouge un peu les fesses sur un vrai jeux de foot et du gameplay plutôt que mettre toute l'énergie sur des techniques de ventes et commerciale pour FuT.",6,Posté le 15 oct. 2023 à 22:33,1,0
"Merci aux joueurs de donner de VRAIES notes pour ce nouveau DLC de la part d'EA Sports.Encore une fois, on se moque des joueurs, pour le prix du jeu, on a une MAJ de Fifa 23, un mode Fut qui accueille les féminines, pourquoi ne pas faire un mode féminine au sein même de Fut et laisser le mode de base ? Aucune idée.Le mode carrière est toujours le même, quelques améliorations anecdotiques encore une fois, les animations sont les mêmes malgré tout ..Pas de profondeur dans le jeu comme on peut le voir sur un NB2k par exemple...Les notes des joueurs sont incohérentes, ils ne doivent pas regarder les matchs.Gameplay encore moins bon que les années précèdentes, gardiens horribles, contres à tout va pour l'attaquant, les appels sont d'une médiocrité, toujours les mêmes, aucune tactique n'est réellement possible puisque l'IA des joueurs est aléatoire. L'arbitrage est pareil, incompréhensible, cartons jaune pour des fautes qui méritent une peine de prison...Bref, rien de surprenant cette année encore.Vivement un concurrent ! A boycotter au lieu d'enrichir cette médiocrité.",1,Posté le 12 oct. 2023 à 17:47,1,0
"Pour le moment c’est une vraie purge ! J’espère sincèrement que des MAJs vont sortir bientôt parce que là ça en devient risible…Aucun plaisir à gagner, les buts sont cadeaux car les gardiens n’existent pas, si on sait un minimum frapper c’est 80% de chance de marquer tellement les gardiens sont mauvais (même des Alisson ou autre grands gardiens à 90) et les défenseurs c’est encore plus scandaleux… Apparement ils sont fait en gruyère, les attaquants les traversent littéralement quand il y a des contacts ou des dribbles, le moindre changement de trajectoire met au tapis 2-3 défenseurs/milieux, le défenseur sélectionné est seul contre tous car l’IA coéquipier est inexistant, aucun marquage ni placement, c’est triste à voir.Même en testant le mode carrière en légendaire c’est mauvais, des scores à base de 7-2 / 8-5 / 5-4 à chaque fois tellement c’est easy de planter et de se prendre des buts aussi… Vraiment déçu par le jeu !Je passe sous silence tous les bugs du jeu, que ça soit dans certains menus ou dans le gameplay parce que sinon ça serait trop long…",2,Posté le 07 oct. 2023 à 13:54,2,2
"Après 30 heures de jeu et venant de l’école PES depuis les années 90, mon verdict est que ce n’est pas du football. Une attaque/défense (avec un système défensif inexistant). Une foutaise. 5 points pour Volta car j’en attendais rien et c’est divertissant en local avec des potes.",5,Posté le 05 nov. 2023 à 23:03,1,1
"Je pensais au moins qu'ils allaient changer quelque chose mais non. Mode carrière pauvre, le jeu est beug de partout, l'ont-ils testé ?? Aucun changements avec les anciens fifa, trop rapide, irréaliste, aucune atmosphère. Ne l'achetez pas ça ne vaut pas la peine.",2,Posté le 23 oct. 2023 à 14:51,1,1
j'attendais tellement car c'était mon premier fifa que ps5 et franchement je suis totalement déçu ! Le pire fifa depuis que j'y joue ... pour moi ce qu'il me marque le plus c'est le passe qui sont intercepté très facilement et les passes que je fait ne vont jamais ou ils doivent aller . bien dommage d'avoir dépenser 80 balle pour une merde pareil .. j'espère que tout les notes négatif vont faire bougé le cul d EA !!!,5,Posté le 20 oct. 2023 à 07:43,1,1
"nul pour les tryhardeurs comme chaque année, mais quand meme une bonne possibilité de s'amuser sans se prendre la tête, meme dans ultimate team.mieux que les précédents de ce point de vue",15,Posté le 14 nov. 2023 à 11:47,1,2
"Je mais 12 pour saison et club pro , fut est la pire arnaques du siècle je mais 5/20 à se mode de bobo",10,Posté le 17 oct. 2023 à 13:27,1,2
"Obligé de gonfler la note pour compenser les avis négatifs complètement injustifiés.Je joue uniquement au mode carrière, je ne parlerai donc pas des autres modes.Cet opus est dans la lignée de son prédécesseur, avec quelques améliorations par-ci, par-là.Si vous l'achetez en promo, ça vaut clairement le coup. Faut pas y mettre plus de 30€ selon moi.Toujours est-il que ce jeu est très bon, quoi qu'en disent les pseudo-spécialistes du football virtuel.Il suffit de savoir ce que l'on achète et de savoir patienter jusqu'à l'arrivée des promos, ce qui n'a pas pris longtemps cette année...",20,Posté le 28 déc. 2023 à 14:26,1,4
"Je trouve le nouveau FC24 très bien, malgré certains bugs de début du jeux ainsi que de glitch en modes en ligne. Sinon la qualité des graphismes du jeu restent bien ;)",17,Posté le 22 oct. 2023 à 19:04,1,8
Gameplay de meilleur qualité comparé aux autres années. Je prends du plaisir sur le jeu mais pour combien de temps ? Seul le temps nous le diras avec les futures mises à jours.,14,Posté le 02 oct. 2023 à 12:52,1,9
"je n'ai pas l'habitude de noter les ""FIFA"" mais voyant tout le monde lui mettre 0 je vient lui mettre un 18 que je trouve mérité, depuis que je l'achete 1 an sur 2 , jai fait l'impasse sur le 23 et du coup je voit une vrai différence par rapport à l'opus 22, je trouve le 24 vraiment sympas et très réussi, alors oui ce n'est pas une révolution non plus mais c'est un très bon jeu de football, le meilleur du marché , et le seul aussi c'est vrai",18,Posté le 04 oct. 2023 à 18:55,1,12
"Jeux plus posé, mouvement plus naturel, en réglant même les sliders le jeux deviens plus plaisant ...Points positifs :- Petite amélioration gameplay même si c'est pas la révolution on sent c'est plus posé- Légère amélioration physique de balle ( tester sur coup d'envoie, carrière et clubs )- Bonnes animations que ce soit sur le terrain ou cinématiques  ou ralenti- Un nouveau menu fluide et efficace- De vrai maillots avec la technologie sapiensPoints négatifs :- Toujours pas de 2 vs 2 entre amis en ligne ou 3 vs 3 avec un système de lobby par ex- Gameplay degeulasse sur UT et saison c'est un autre jeux ( ballon de plage, vitesse multiplier par 10 )- Perte de l'entrée hymne ldc avec compo ( terme d'immersion c'est bof )",18,Posté le 29 sept. 2023 à 20:36,1,15
scripté du début à la fin le pire c'est ultimate team c'est n'importe quoi tu peux mettre la meilleure défense du monde tu te manges des buts de merde dans tous les cas,1,Posté le 15 oct. à 09:22,0,0
Belle blague je les eu gratuitement résultat mon pote et devenu mon ennemi je vous déconseille cette blague c'est vraiment le pire jeu de foot ne l'achetez pas c'est vraiment une honte les bug a chaque fois je suis devant les cage mon joueur ne tire pas s'arrête de bougez c'est vraiment un sketch,0,Posté le 03 oct. 2023 à 11:54,21,0
"EA qui comme d'habitude s'engraisse avec les pigeons mais le jeu est de pire en pire. Une Caaataaastrophe ""Simulation"" de football lol.Vivement qu'un concurrent vienne s'immiscer dans la lutte ! C'est pas près d'arriver malheureusement !",0,Posté le 29 sept. 2023 à 19:06,17,0
"Le jeu le plus beuger que je n'ai jamais vue j'ai désinstaller, j'espère que FC 25 ne sera pas pareil.",0,Posté le 28 août à 19:30,0,0
"Incroyable !! Sa fait des années que les développeurs dorment debout !! Jeux script de fouuuu , je parle même pas des bugs pendant le match vz falloir vraiment vous les sortir du F*** vos doigts et faire un jeux correcte  et comme par hasard fc 25 va sortir le fc 24 bugs vous êtes des vrais voyous à nous vendent ça méga cher alors que votre jeux est juste nul rien à dire .",0,Posté le 21 août à 04:28,0,0
"Très médiocre, physique du jeu atroce, aucun sens dans les IA, arbitres horribles, on dirait presque que les résultats des matchs sont définis par avance, matchmaking totalement déséquilibré. EA FC24 étant un énième jeu d'une longue série, on dirait plus que c'est le 1er jeu d'une entreprise médiocre, tout est à revoir et refaire c'est fou",0,Posté le 17 août à 14:40,0,0
llllll llllll llllll llllll llllll llllll llllll llllll llllll llllll🚨THE MOST ROTTEN GAME IN THE WORLD 🚨llllll llllll llllll llllll llllll llllll llllll llllll llllll llllll,0,Posté le 14 août à 00:56,0,0
"Un jeu qui n'a pas évolué du tout, des gardiens catastrophiques en club pro qui ne captent pas 98 % des ballons, un avantage toujours à l'attaquant...À quand un jeu au top et digne des nouvelles générations de consoles…Des jeux dignes de PS3",1,Posté le 12 août à 18:58,0,0
"Une honte de la part de jvc qui mettent 16 à un jeu comme ça. A part le nom rien de nouveau les script sont toujours là, vous allez gagner 1-0 contre le real et le matchs suivants perdre cont evian. Quand le jeu a décidé que vous devez perdre c'est littéralement impossible, leur joueur seront plus rapide et sur toute vos passe, vos joueur vont ce stopper ou reculer face à un joueur, des nombreux cafouillage non siffle on as l'impression de jouer en D2 par moment. En bref mauvais jeux bien noter par jvc une honte pour les jeux vidéo.Ps: jvc revoyez vos note et votre site, le captcha ne fonctionne pas bien, c'est la 3eme fois que j'écris mon avis.",0,Posté le 07 août à 14:30,0,0
"On reprend les mêmes et on recommence.Ça devrait être leur diction non?Évidemment, on ne compte même plus le nombre de beug que le jeu possède. Rien que dans le jeu en plein match, les menus, les objectifs qui ne collent pas, les remises de trophées sans vraiment les voir, la cohérence des équipes dans certains championnats….. et j’en passe ! Un calvaire. On espère le 2025 meilleur…",9,Posté le 29 juil. à 23:19,0,0
"Jeu avec des SCRIPTS, le plus gros script dans un match qui est flagrant . c'est quand le match débute, tu marques rapidement 2 ou 3 but en même pas 20Minutes de jeu et d'un coup, tu t'en prends 4 ou 5 but en quelques minutes. Tu n'as plus du tout le même adversaire en face de toi !",1,Posté le 18 juil. à 02:42,0,0
"Graphismes top, après en mode champion (solo) pas si évident de mettre une frappe de loinbeaucoup de réglages à faire au préalable pour que cela soit un peu réaliste (vitesse lente etc)Beaucoup de stades, il en manque quelques uns (Olimpico, Allianz Arena, Bollaert...)",16,Posté le 13 juil. à 17:59,0,1
"Pire fifa/fc , Les joueurs ne sont pas respecté .Obliger de relancer le jeu car les menus Bug et ce depuis le début du jeu et jamais corriger , bug abusé en tout genre(ex:les joueurs pouvaient traverser le terrain avec la balle dans les mains tout le match sans possibilité de faire quoi que ce soit , glitch de partout (récompense qui donner certain ""gros"" joueurs a cause d'un bug , un jeu qui permet une façon de jouer dite ""cancer"" , Une physique dégelasse , du script par moment lunaire .",0,Posté le 12 juil. à 19:35,0,0
"Fifa 24 ,Le féminin toujours pas de mode carrière de plus aucun mode création championnat ni équipes ni mayo ni stades , le foot pas réaliste, Je suis certain que les créateurs du jeu n'on jamais regarder le foot féminin ,exemple  Lille féminin a un stade plein a craquer de 80000 spectateurs !Je suis comptent qu'il y est du football féminin mais je n'y retrouve pas du tout l'ambiance dans le jeu",4,Posté le 10 juil. à 00:03,0,0
